Country ID,Country Code,Country Name,Region ID,Region Name,Income Group ID,Income Group Name,Income Group Acronym,Managing Agency ID,Managing Agency Acronym,Managing Agency Name,Managing Sub-agency or Bureau ID,Managing Sub-agency or Bureau Acronym,Managing Sub-agency or Bureau Name,Implementing Partner Category ID,Implementing Partner Category Name,Implementing Partner Sub-category ID,Implementing Partner Sub-category Name,Implementing Partner ID,Implementing Partner Name,International Category ID,International Category Name,International Sector Code,International Sector Name,International Purpose Code,International Purpose Name,US Category ID,US Category Name,US Sector ID,US Sector Name,Funding Account ID,Funding Account Name,Funding Agency ID,Funding Agency Name,Funding Agency Acronym,Foreign Assistance Objective ID,Foreign Assistance Objective Name,Aid Type Group ID,Aid Type Group Name,Activity ID,Submission ID,Activity Name,Activity Description,Activity Project Number,Activity Start Date,Activity End Date,Transaction Type ID,Transaction Type Name,Fiscal Year,Transaction Date,Current Dollar Amount,Constant Dollar Amount,aid_type_id,aid_type_name,activity_budget_amount,submission_activity_id
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,3990201,NGO - United States Redacted,2,Health and Population,130,"Maternal and Child Health, Family Planning",13020,Reproductive health care,3,Health,17,Family Planning and Reproductive Health,72x1037,Economic Support Fund,1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,204451,76,Urban Health Initiative,Urban Health Initiative,72030620CA00007,,2025-10-13,3,Disbursements,2024,01SEP2024,1143391,1113650,8,Project-type interventions - not Investment Related,104000000,65951
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,3990201,NGO - United States Redacted,2,Health and Population,130,"Maternal and Child Health, Family Planning",13020,Reproductive health care,3,Health,17,Family Planning and Reproductive Health,72x1037,Economic Support Fund,1,U.S. Agency for International Development,USAID,1,Economic,4,Technical Assistance,203755,76,National Health Technical Assistance Program (NHTAP),"The National Health Technical Assistance Program (NHTAP) will target policy, mid-level and service delivery agents/actors with a range of technical activities (TA). The program will build on the legacy of previous USAID TA programs, while exploring innovative and evidence-based approaches to strengthening care seeking, access to and quality of proven health and nutrition interventions. NHTAP will also enhance the resilience and sustainability of the national health system through improved performance and engagement of the public and private health sectors.",72030620CA00006,,2025-07-09,2,Obligations,2023,01SEP2023,2252169,2252169,11,Technical Cooperation - Donor country personnel,117000000,65255
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,3990201,NGO - United States Redacted,2,Health and Population,130,"Maternal and Child Health, Family Planning",13020,Reproductive health care,3,Health,17,Family Planning and Reproductive Health,72x1037,Economic Support Fund,1,U.S. Agency for International Development,USAID,1,Economic,4,Technical Assistance,203755,76,National Health Technical Assistance Program (NHTAP),"The National Health Technical Assistance Program (NHTAP) will target policy, mid-level and service delivery agents/actors with a range of technical activities (TA). The program will build on the legacy of previous USAID TA programs, while exploring innovative and evidence-based approaches to strengthening care seeking, access to and quality of proven health and nutrition interventions. NHTAP will also enhance the resilience and sustainability of the national health system through improved performance and engagement of the public and private health sectors.",72030620CA00006,,2025-07-09,2,Obligations,2024,01SEP2024,1240000,1207746,11,Technical Cooperation - Donor country personnel,117000000,65255
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,3990201,NGO - United States Redacted,2,Health and Population,130,"Maternal and Child Health, Family Planning",13020,Reproductive health care,3,Health,17,Family Planning and Reproductive Health,72x1037,Economic Support Fund,1,U.S. Agency for International Development,USAID,1,Economic,4,Technical Assistance,203755,76,National Health Technical Assistance Program (NHTAP),"The National Health Technical Assistance Program (NHTAP) will target policy, mid-level and service delivery agents/actors with a range of technical activities (TA). The program will build on the legacy of previous USAID TA programs, while exploring innovative and evidence-based approaches to strengthening care seeking, access to and quality of proven health and nutrition interventions. NHTAP will also enhance the resilience and sustainability of the national health system through improved performance and engagement of the public and private health sectors.",72030620CA00006,,2025-07-09,3,Disbursements,2023,01SEP2023,944935,944935,11,Technical Cooperation - Donor country personnel,117000000,65255
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,3990201,NGO - United States Redacted,2,Health and Population,130,"Maternal and Child Health, Family Planning",13020,Reproductive health care,3,Health,17,Family Planning and Reproductive Health,72x1037,Economic Support Fund,1,U.S. Agency for International Development,USAID,1,Economic,4,Technical Assistance,203755,76,National Health Technical Assistance Program (NHTAP),"The National Health Technical Assistance Program (NHTAP) will target policy, mid-level and service delivery agents/actors with a range of technical activities (TA). The program will build on the legacy of previous USAID TA programs, while exploring innovative and evidence-based approaches to strengthening care seeking, access to and quality of proven health and nutrition interventions. NHTAP will also enhance the resilience and sustainability of the national health system through improved performance and engagement of the public and private health sectors.",72030620CA00006,,2025-07-09,3,Disbursements,2024,01DEC2023,378182,368345,11,Technical Cooperation - Donor country personnel,117000000,65255
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,3990201,NGO - United States Redacted,2,Health and Population,130,"Maternal and Child Health, Family Planning",13020,Reproductive health care,3,Health,17,Family Planning and Reproductive Health,72x1037,Economic Support Fund,1,U.S. Agency for International Development,USAID,1,Economic,4,Technical Assistance,203755,76,National Health Technical Assistance Program (NHTAP),"The National Health Technical Assistance Program (NHTAP) will target policy, mid-level and service delivery agents/actors with a range of technical activities (TA). The program will build on the legacy of previous USAID TA programs, while exploring innovative and evidence-based approaches to strengthening care seeking, access to and quality of proven health and nutrition interventions. NHTAP will also enhance the resilience and sustainability of the national health system through improved performance and engagement of the public and private health sectors.",72030620CA00006,,2025-07-09,3,Disbursements,2024,01JAN2024,929052,904886,11,Technical Cooperation - Donor country personnel,117000000,65255
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,3990201,NGO - United States Redacted,2,Health and Population,130,"Maternal and Child Health, Family Planning",13030,Family planning,3,Health,17,Family Planning and Reproductive Health,72x1037,Economic Support Fund,1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,204451,76,Urban Health Initiative,Urban Health Initiative,72030620CA00007,,2025-10-13,2,Obligations,2023,01SEP2023,1150000,1150000,8,Project-type interventions - not Investment Related,104000000,65951
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,3990201,NGO - United States Redacted,2,Health and Population,130,"Maternal and Child Health, Family Planning",13030,Family planning,3,Health,17,Family Planning and Reproductive Health,72x1037,Economic Support Fund,1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,204451,76,Urban Health Initiative,Urban Health Initiative,72030620CA00007,,2025-10-13,2,Obligations,2024,01SEP2024,382526,372576,8,Project-type interventions - not Investment Related,104000000,65951
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,3990201,NGO - United States Redacted,2,Health and Population,130,"Maternal and Child Health, Family Planning",13030,Family planning,3,Health,17,Family Planning and Reproductive Health,72x1037,Economic Support Fund,1,U.S. Agency for International Development,USAID,1,Economic,4,Technical Assistance,203755,76,National Health Technical Assistance Program (NHTAP),"The National Health Technical Assistance Program (NHTAP) will target policy, mid-level and service delivery agents/actors with a range of technical activities (TA). The program will build on the legacy of previous USAID TA programs, while exploring innovative and evidence-based approaches to strengthening care seeking, access to and quality of proven health and nutrition interventions. NHTAP will also enhance the resilience and sustainability of the national health system through improved performance and engagement of the public and private health sectors.",72030620CA00006,,2025-07-09,2,Obligations,2023,01SEP2023,400000,400000,11,Technical Cooperation - Donor country personnel,117000000,65255
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,3990201,NGO - United States Redacted,2,Health and Population,130,"Maternal and Child Health, Family Planning",13030,Family planning,3,Health,17,Family Planning and Reproductive Health,72x1037,Economic Support Fund,1,U.S. Agency for International Development,USAID,1,Economic,4,Technical Assistance,203755,76,National Health Technical Assistance Program (NHTAP),"The National Health Technical Assistance Program (NHTAP) will target policy, mid-level and service delivery agents/actors with a range of technical activities (TA). The program will build on the legacy of previous USAID TA programs, while exploring innovative and evidence-based approaches to strengthening care seeking, access to and quality of proven health and nutrition interventions. NHTAP will also enhance the resilience and sustainability of the national health system through improved performance and engagement of the public and private health sectors.",72030620CA00006,,2025-07-09,2,Obligations,2024,01SEP2024,573787,558862,11,Technical Cooperation - Donor country personnel,117000000,65255
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,3990201,NGO - United States Redacted,2,Health and Population,130,"Maternal and Child Health, Family Planning",13030,Family planning,3,Health,17,Family Planning and Reproductive Health,72x1037,Economic Support Fund,1,U.S. Agency for International Development,USAID,1,Economic,4,Technical Assistance,203755,76,National Health Technical Assistance Program (NHTAP),"The National Health Technical Assistance Program (NHTAP) will target policy, mid-level and service delivery agents/actors with a range of technical activities (TA). The program will build on the legacy of previous USAID TA programs, while exploring innovative and evidence-based approaches to strengthening care seeking, access to and quality of proven health and nutrition interventions. NHTAP will also enhance the resilience and sustainability of the national health system through improved performance and engagement of the public and private health sectors.",72030620CA00006,,2025-07-09,3,Disbursements,2024,01JUL2024,400000,389595,11,Technical Cooperation - Donor country personnel,117000000,65255
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,4000063,Global Communities,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,15,Other Public Health Threats,72x1037,Economic Support Fund,1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,161692,76,Office of Social Sector Development - HEALTH,Office of Social Sector Development - HEALTH,306-002,,,2,Obligations,2004,30SEP2004,566163,876271,8,Project-type interventions - not Investment Related,.,23155
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,4000063,Global Communities,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,15,Other Public Health Threats,72x1037,Economic Support Fund,1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,161692,76,Office of Social Sector Development - HEALTH,Office of Social Sector Development - HEALTH,306-002,,,3,Disbursements,2004,30SEP2004,407555,630787,8,Project-type interventions - not Investment Related,.,23155
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,4000063,Global Communities,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,15,Other Public Health Threats,72x1037,Economic Support Fund,1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,161692,76,Office of Social Sector Development - HEALTH,Office of Social Sector Development - HEALTH,306-002,,,3,Disbursements,2006,01NOV2005,158608,230739,8,Project-type interventions - not Investment Related,.,23155
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,4000063,Global Communities,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,15,Other Public Health Threats,72x1095,"Agency for International Development, Child Survival and Health Programs Fund",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,161692,76,Office of Social Sector Development - HEALTH,Office of Social Sector Development - HEALTH,306-002,,,2,Obligations,2004,30SEP2004,4447565,6883660,8,Project-type interventions - not Investment Related,.,23155
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,4000063,Global Communities,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,15,Other Public Health Threats,72x1095,"Agency for International Development, Child Survival and Health Programs Fund",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,161692,76,Office of Social Sector Development - HEALTH,Office of Social Sector Development - HEALTH,306-002,,,2,Obligations,2005,30SEP2005,1000000,1502030,8,Project-type interventions - not Investment Related,.,23155
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,4000063,Global Communities,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,15,Other Public Health Threats,72x1095,"Agency for International Development, Child Survival and Health Programs Fund",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,161692,76,Office of Social Sector Development - HEALTH,Office of Social Sector Development - HEALTH,306-002,,,3,Disbursements,2004,30SEP2004,845363,1308400,8,Project-type interventions - not Investment Related,.,23155
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,4000063,Global Communities,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,15,Other Public Health Threats,72x1095,"Agency for International Development, Child Survival and Health Programs Fund",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,161692,76,Office of Social Sector Development - HEALTH,Office of Social Sector Development - HEALTH,306-002,,,3,Disbursements,2005,30SEP2005,2688837,4038714,8,Project-type interventions - not Investment Related,.,23155
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,4000063,Global Communities,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,15,Other Public Health Threats,72x1095,"Agency for International Development, Child Survival and Health Programs Fund",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,161692,76,Office of Social Sector Development - HEALTH,Office of Social Sector Development - HEALTH,306-002,,,3,Disbursements,2006,01NOV2005,992300,1443571,8,Project-type interventions - not Investment Related,.,23155
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,4000063,Global Communities,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,15,Other Public Health Threats,72x1095,"Agency for International Development, Child Survival and Health Programs Fund",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,161692,76,Office of Social Sector Development - HEALTH,Office of Social Sector Development - HEALTH,306-002,,,3,Disbursements,2006,01MAR2006,393925,573071,8,Project-type interventions - not Investment Related,.,23155
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,4000063,Global Communities,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,15,Other Public Health Threats,72x1095,"Agency for International Development, Child Survival and Health Programs Fund",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,161692,76,Office of Social Sector Development - HEALTH,Office of Social Sector Development - HEALTH,306-002,,,3,Disbursements,2006,01MAY2006,527140,766869,8,Project-type interventions - not Investment Related,.,23155
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,4000064,ChildFund International,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,15,Other Public Health Threats,72x1095,"Agency for International Development, Child Survival and Health Programs Fund",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,161693,76,Office of Social Sector Development - HEALTH,Office of Social Sector Development - HEALTH,306-002,,,2,Obligations,2004,30SEP2004,1830000,2832358,8,Project-type interventions - not Investment Related,.,23156
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,4000064,ChildFund International,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,15,Other Public Health Threats,72x1095,"Agency for International Development, Child Survival and Health Programs Fund",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,161693,76,Office of Social Sector Development - HEALTH,Office of Social Sector Development - HEALTH,306-002,,,2,Obligations,2005,30SEP2005,1800000,2703654,8,Project-type interventions - not Investment Related,.,23156
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,4000064,ChildFund International,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,15,Other Public Health Threats,72x1095,"Agency for International Development, Child Survival and Health Programs Fund",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,161693,76,Office of Social Sector Development - HEALTH,Office of Social Sector Development - HEALTH,306-002,,,3,Disbursements,2005,30SEP2005,468524,703737,8,Project-type interventions - not Investment Related,.,23156
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,4000064,ChildFund International,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,15,Other Public Health Threats,72x1095,"Agency for International Development, Child Survival and Health Programs Fund",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,161693,76,Office of Social Sector Development - HEALTH,Office of Social Sector Development - HEALTH,306-002,,,3,Disbursements,2006,01NOV2005,381254,554638,8,Project-type interventions - not Investment Related,.,23156
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,4000064,ChildFund International,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,15,Other Public Health Threats,72x1095,"Agency for International Development, Child Survival and Health Programs Fund",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,161693,76,Office of Social Sector Development - HEALTH,Office of Social Sector Development - HEALTH,306-002,,,3,Disbursements,2006,01MAY2006,395153,574858,8,Project-type interventions - not Investment Related,.,23156
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,4000064,ChildFund International,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,15,Other Public Health Threats,72x1095,"Agency for International Development, Child Survival and Health Programs Fund",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,161693,76,Office of Social Sector Development - HEALTH,Office of Social Sector Development - HEALTH,306-002,,,3,Disbursements,2006,01JUN2006,436945,635656,8,Project-type interventions - not Investment Related,.,23156
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,4000064,ChildFund International,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,15,Other Public Health Threats,72x1095,"Agency for International Development, Child Survival and Health Programs Fund",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,161693,76,Office of Social Sector Development - HEALTH,Office of Social Sector Development - HEALTH,306-002,,,3,Disbursements,2006,01AUG2006,457357,665351,8,Project-type interventions - not Investment Related,.,23156
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,4000388,Shelter for Life,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,15,Other Public Health Threats,72x1037,Economic Support Fund,1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,161697,76,Office of Social Sector Development - HEALTH,Office of Social Sector Development - HEALTH,306-002,,,2,Obligations,2004,30SEP2004,2310029,3575317,8,Project-type interventions - not Investment Related,.,23160
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,4000388,Shelter for Life,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,15,Other Public Health Threats,72x1037,Economic Support Fund,1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,161697,76,Office of Social Sector Development - HEALTH,Office of Social Sector Development - HEALTH,306-002,,,3,Disbursements,2004,30SEP2004,561068,868386,8,Project-type interventions - not Investment Related,.,23160
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,4000388,Shelter for Life,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,15,Other Public Health Threats,72x1037,Economic Support Fund,1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,161697,76,Office of Social Sector Development - HEALTH,Office of Social Sector Development - HEALTH,306-002,,,3,Disbursements,2005,30SEP2005,1748961,2626992,8,Project-type interventions - not Investment Related,.,23160
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,4000388,Shelter for Life,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,15,Other Public Health Threats,72x1095,"Agency for International Development, Child Survival and Health Programs Fund",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,161697,76,Office of Social Sector Development - HEALTH,Office of Social Sector Development - HEALTH,306-002,,,2,Obligations,2005,30SEP2005,2047385,3075234,8,Project-type interventions - not Investment Related,.,23160
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,4000388,Shelter for Life,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,15,Other Public Health Threats,72x1095,"Agency for International Development, Child Survival and Health Programs Fund",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,161697,76,Office of Social Sector Development - HEALTH,Office of Social Sector Development - HEALTH,306-002,,,3,Disbursements,2005,30SEP2005,842289,1265143,8,Project-type interventions - not Investment Related,.,23160
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,4000388,Shelter for Life,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,15,Other Public Health Threats,72x1095,"Agency for International Development, Child Survival and Health Programs Fund",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,161697,76,Office of Social Sector Development - HEALTH,Office of Social Sector Development - HEALTH,306-002,,,3,Disbursements,2006,01NOV2005,42453,61760,8,Project-type interventions - not Investment Related,.,23160
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,4000388,Shelter for Life,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,15,Other Public Health Threats,72x1095,"Agency for International Development, Child Survival and Health Programs Fund",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,161697,76,Office of Social Sector Development - HEALTH,Office of Social Sector Development - HEALTH,306-002,,,3,Disbursements,2006,01DEC2005,902421,1312818,8,Project-type interventions - not Investment Related,.,23160
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,4000388,Shelter for Life,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,15,Other Public Health Threats,72x1095,"Agency for International Development, Child Survival and Health Programs Fund",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,161697,76,Office of Social Sector Development - HEALTH,Office of Social Sector Development - HEALTH,306-002,,,3,Disbursements,2006,01MAR2006,260221,378563,8,Project-type interventions - not Investment Related,.,23160
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,4000581,Asia Foundation,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,15,Other Public Health Threats,72x1037,Economic Support Fund,1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,165564,76,Office of Social Sector Dev. - HEALTH,Office of Social Sector Dev. - HEALTH,306-002,,,2,Obligations,2005,30SEP2005,1819332,2732692,8,Project-type interventions - not Investment Related,.,27031
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,4000581,Asia Foundation,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,15,Other Public Health Threats,72x1037,Economic Support Fund,1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,165564,76,Office of Social Sector Dev. - HEALTH,Office of Social Sector Dev. - HEALTH,306-002,,,2,Obligations,2006,01MAR2006,3880668,5645491,8,Project-type interventions - not Investment Related,.,27031
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,4000581,Asia Foundation,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,15,Other Public Health Threats,72x1037,Economic Support Fund,1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,165564,76,Office of Social Sector Dev. - HEALTH,Office of Social Sector Dev. - HEALTH,306-002,,,3,Disbursements,2005,30SEP2005,238728,358577,8,Project-type interventions - not Investment Related,.,27031
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,4000581,Asia Foundation,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,15,Other Public Health Threats,72x1037,Economic Support Fund,1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,165564,76,Office of Social Sector Dev. - HEALTH,Office of Social Sector Dev. - HEALTH,306-002,,,3,Disbursements,2006,01NOV2005,86395,125685,8,Project-type interventions - not Investment Related,.,27031
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,4000581,Asia Foundation,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,15,Other Public Health Threats,72x1037,Economic Support Fund,1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,165564,76,Office of Social Sector Dev. - HEALTH,Office of Social Sector Dev. - HEALTH,306-002,,,3,Disbursements,2006,01MAR2006,845376,1229830,8,Project-type interventions - not Investment Related,.,27031
